Id,PostTypeId,AcceptedAnswerId,AccAnsTime,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
469249,1,,,,2009-01-22 14:12,,3,603,"<p>I have a JAR-archive with java classes. One of them uses some resource that is embedded into the same JAR. In order to load that resource I use </p>

<pre><code>MyClass.class.getResourceAsStream(myResourceName);
</code></pre>

<p>One thing that bothers me though is whether it is guaranteed that required resource will be loaded from within the same JAR. The documentation for ""getResourceAsStream()"" method (and corresponding ClassLoader's method) is not really clear to me. </p>

<p>What would happen if there's a resource with the same name located somewhere in JVM classpath before my JAR? Will that resource be loaded instead of the one embedded in my JAR? Is there any other way to substitute resource embedded in JAR?</p>
",,Axl,,,,2009-01-23 22:58,Class.getResourceAsStream() issue,<java>,4,0,,,
502494,1,,,,2009-02-02 8:06,,9,57888,"<p>I used </p>

<pre><code>Runtime.getRuntime().exec(""_____"")
</code></pre>

<p>but it throws a <code>IOException</code> as below:</p>

<pre><code>java.io.IOException: CreateProcess: c:/ error=5
  at java.lang.Win32Process.create(Native Method)
  at java.lang.Win32Process.&lt;init&gt;(Win32Process.java:63)
  at java.lang.Runtime.execInternal(Native Method
</code></pre>

<p>I don't know whether I have the problem with specifying the path or something else. Can anyone please help me with the code.</p>
",201406,Arun,363437,PhiLho,2015-02-03 7:59,2015-02-03 7:59,Execute a Java program from our Java program,<java>,14,5,4,,
520168,1,,,,2009-02-06 12:53,,0,1450,"<p>I have used Collections in my code with Generics. When try to compile that java file in build.xml, its showing error at generics and its saying its not a statement. I am using Apache-Ant-1.6.5 and  i have installed JDK 1.5 only . I know generic will support in jdk1.5 but its showing error. The below is the error i am getting for the code<br></p>

<p>code :</p>

<pre><code>Map&lt;String, String&gt; inputconfigmap = 
    new LinkedHashMap&lt;String, String&gt;();
</code></pre>

<p>Exception :</p>

<pre><code>compile:
    [mkdir] Created dir: D:\GenericPreProcessor\Source\classes
    [javac] Compiling 49 source files to D:\GenericPreProcessor\Source\classes
    [javac] D:\GenericPreProcessor\Source\src\com\dnb\genericpreprocessor\fileprocessor\FixedLength
FileProcessor.java:187: not a statement
    [javac] Map&lt;String, String&gt; inputconfigmap = 
                new LinkedHashMap&lt;String, String&gt;();
</code></pre>

<hr>

<p>I did as per your suggestion but i got the following in the console.</p>

<p><strong>Console :</strong><br>
D:\GenericPreProcessor\Source>ant<br>
Buildfile: build.xml<br>
     [echo] JVM version is 1.5<br>
     [echo] Target compilation is ${ant.build.javac.target}<br></p>

<p>clean:<br>
   [delete] Deleting directory D:\GenericPreProcessor\Source\classes<br></p>

<p>cleanJar:<br></p>

<p>compile:<br>
    [mkdir] Created dir: D:\GenericPreProcessor\Source\classes<br>
    [javac] Compiling 49 source files to D:\GenericPreProcessor\Source\classes<br>
    [javac] javac: invalid target release: 1.5<br>
    [javac] Usage: javac  <br>
    [javac] where possible options include:<br>
    [javac]   -g                        Generate all debugging info<br>
    [javac]   -g:none                   Generate no debugging info<br>
    [javac]   -g:{lines,vars,source}    Generate only some debugging info<br>
    [javac]   -nowarn                   Generate no warnings<br>
    [javac]   -verbose                  Output messages about what the compiler is doing<br>
    [javac]   -deprecation              Output source locations where deprecated APIs are used<br>
    [javac]   -classpath          Specify where to find user class files<br>
    [javac]   -sourcepath         Specify where to find input source files<br>
    [javac]   -bootclasspath      Override location of bootstrap class files<br>
    [javac]   -extdirs            Override location of installed extensions<br>
    [javac]   -d             Specify where to place generated class files<br>
    [javac]   -encoding       Specify character encoding used by source files<br>
    [javac]   -source          Provide source compatibility with specified release<br>
    [javac]   -target          Generate class files for specific VM version<br>
    [javac]   -help                     Print a synopsis of standard options<br></p>

<p>BUILD FAILED</p>
",51659,raja,54680,toolkit,2011-08-26 23:58,2011-08-26 23:58,Doubt in build.xml file in Apache-Ant1.6.5,<java>,5,4,,,
535463,1,,,,2009-02-11 4:47,,1,3880,"<p>I'm a beginner in Java. While running the java application I got below mentioned bug.  Why has this bug occured?</p>

<pre><code>#
# An unexpected error has been detected by Java Runtime Environment:
#
#  Internal Error (exceptions.cpp:367), pid=2552, tid=2532
#  Error: ExceptionMark destructor expects no pending exceptions
#
# Java VM: Java HotSpot(TM) Client VM (10.0-b22 mixed mode, sharing windows-x86)
# If you would like to submit a bug report, please visit:
#   http://java.sun.com/webapps/bugreport/crash.jsp
#

---------------  T H R E A D  ---------------

Current thread (0x00385800):  JavaThread ""main"" [_thread_in_vm, id=2532, stack(0x00390000,0x003e0000)]

Stack: [0x00390000,0x003e0000]
[error occurred during error reporting (printing stack bounds), id 0xc0000005]

Java frames: (J=compiled Java code, j=interpreted, Vv=VM code)
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::StubRoutines (1)
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::StubRoutines (1)
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::StubRoutines (1)
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::Interpreter
v  ~BufferBlob::StubRoutines (1)

---------------  P R O C E S S  ---------------

Java Threads: ( =&gt; current thread )
  0x029c6000 JavaThread ""Low Memory Detector"" daemon [_thread_blocked, id=2648, stack(0x02c70000,0x02cc0000)]
  0x029b8000 JavaThread ""CompilerThread0"" daemon [_thread_blocked, id=2876, stack(0x02c20000,0x02c70000)]
  0x029b6c00 JavaThread ""Attach Listener"" daemon [_thread_blocked, id=1464, stack(0x02bd0000,0x02c20000)]
  0x029b6000 JavaThread ""Signal Dispatcher"" daemon [_thread_blocked, id=1248, stack(0x02b80000,0x02bd0000)]
  0x029b1800 JavaThread ""Finalizer"" daemon [_thread_blocked, id=4084, stack(0x02b30000,0x02b80000)]
  0x029ad400 JavaThread ""Reference Handler"" daemon [_thread_blocked, id=4068, stack(0x02ae0000,0x02b30000)]
=&gt;0x00385800 JavaThread ""main"" [_thread_in_vm, id=2532, stack(0x00390000,0x003e0000)]

Other Threads:
  0x029ac000 VMThread [stack: 0x02a90000,0x02ae0000] [id=4064]
  0x029e1400 WatcherThread [stack: 0x02cc0000,0x02d10000] [id=2656]

VM state:not at safepoint (normal execution)

VM Mutex/Monitor currently owned by a thread: None

Heap
 def new generation   total 960K, used 271K [0x228d0000, 0x229d0000, 0x22db0000)
  eden space 896K,  30% used [0x228d0000, 0x22913ea8, 0x229b0000)
  from space 64K,   0% used [0x229b0000, 0x229b0000, 0x229c0000)
  to   space 64K,   0% used [0x229c0000, 0x229c0000, 0x229d0000)
 tenured generation   total 4096K, used 0K [0x22db0000, 0x231b0000, 0x268d0000)
   the space 4096K,   0% used [0x22db0000, 0x22db0000, 0x22db0200, 0x231b0000)
 compacting perm gen  total 12288K, used 23K [0x268d0000, 0x274d0000, 0x2a8d0000)
   the space 12288K,   0% used [0x268d0000, 0x268d5cd0, 0x268d5e00, 0x274d0000)
    ro space 8192K,  62% used [0x2a8d0000, 0x2add2a60, 0x2add2c00, 0x2b0d0000)
    rw space 12288K,  52% used [0x2b0d0000, 0x2b7186e0, 0x2b718800, 0x2bcd0000)

Dynamic libraries:
0x00400000 - 0x00423000     C:\Program Files\Java\jre1.6.0_06\bin\javaw.exe
0x77cc0000 - 0x77d75000     C:\WINDOWS\system32\ntdll.dll
0x77e60000 - 0x77f50000     C:\WINDOWS\system32\kernel32.dll
0x77f50000 - 0x77feb000     C:\WINDOWS\system32\ADVAPI32.dll
0x77340000 - 0x773d1000     C:\WINDOWS\system32\RPCRT4.dll
0x77d80000 - 0x77e11000     C:\WINDOWS\system32\USER32.dll
0x773e0000 - 0x77425000     C:\WINDOWS\system32\GDI32.dll
0x7c340000 - 0x7c396000     C:\Program Files\Java\jre1.6.0_06\bin\msvcr71.dll
0x6d7c0000 - 0x6da10000     C:\Program Files\Java\jre1.6.0_06\bin\client\jvm.dll
0x76b40000 - 0x76b6d000     C:\WINDOWS\system32\WINMM.dll
0x6d270000 - 0x6d278000     C:\Program Files\Java\jre1.6.0_06\bin\hpi.dll
0x76bf0000 - 0x76bfb000     C:\WINDOWS\system32\PSAPI.DLL
0x6d770000 - 0x6d77c000     C:\Program Files\Java\jre1.6.0_06\bin\verify.dll
0x6d310000 - 0x6d32f000     C:\Program Files\Java\jre1.6.0_06\bin\java.dll
0x6d7b0000 - 0x6d7bf000     C:\Program Files\Java\jre1.6.0_06\bin\zip.dll

VM Arguments:
jvm_args: -Dfile.encoding=Cp1252 
java_command: com.screen.Splash
Launcher Type: SUN_STANDARD

Environment Variables:
JAVA_HOME=C:\Program Files\Java\jdk1.6.0_06\bin;.;
CLASSPATH=C:\Program Files\Java\jdk1.6.0_06\bin;.;
PATH=C:/Program Files/Java/jre1.6.0_07/bin/client;C:/Program Files/Java/jre1.6.0_07/bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\Program Files\Microsoft Visual Studio\Common\Tools\WinNT;C:\Program Files\Microsoft Visual Studio\Common\MSDev98\Bin;C:\Program Files\Microsoft Visual Studio\Common\Tools;C:\Program Files\Microsoft Visual Studio\VC98\bin;C:\Program Files\Java\jdk1.6.0_06\bin;.;
USERNAME=sun
OS=Windows_NT
PROCESSOR_IDENTIFIER=x86 Family 6 Model 8 Stepping 3, GenuineIntel



---------------  S Y S T E M  ---------------

OS: Windows XP Build 2600 Service Pack 2, v.2096

CPU:total 1 (1 cores per cpu, 1 threads per core) family 6 model 8 stepping 3, cmov, cx8, fxsr, mmx, sse

Memory: 4k page, physical 261616k(53616k free), swap 633092k(297116k free)

vm_info: Java HotSpot(TM) Client VM (10.0-b22) for windows-x86 JRE (1.6.0_06-b02), built on Mar 25 2008 01:22:05 by ""java_re"" with MS VC++ 7.1

time: Tue Feb 10 16:59:05 2009
elapsed time: 0 seconds
</code></pre>
",,roshan,467090,erickson,2011-06-15 17:02,2011-06-15 17:02,About bug details,<java>,4,1,,,
548132,1,548155,2009-02-13 23:57,,2009-02-13 23:45,,2,568,"<p>I have this but there is an error, I don't get it :(. I'm relatively new to Java.</p>

<pre><code>package hw;
import java.util.Scanner;

public class Problem1
{
    public static void main (String [] args)
    {
        int cost; int number; double cost_unit; double total;

        Scanner entrada = new Scanner(System.in);            

        System.out.println(""Please enter the cost of the product."");
        cost = entrada.nextInt();

        while (cost&gt;0){

            System.out.println(""Please enter the amount of units to be sold"");
            number = entrada.nextInt();

            if (number&gt;0);

            cost_unit = cost * 1.4;
            total = cost_unit*number;

            System.out.printf(""Cost per unit will be $ %d\n"",cost_unit);
            System.out.printf(""Cost per unit will be $ %d\n"",total);                                
        }
    }                
}
</code></pre>

<p>// I just want the user to enter the cost for a product, give a number of units to be ordered, and I want the program find out the final price of the product with a 40% profit.</p>
",59998,,635608,Jeff Atwood,2012-10-01 5:52,2012-10-01 5:52,Help Need To Correct Java Code,<java>,9,0,,,
548458,1,,,,2009-02-14 4:02,,0,221,"<p>I have one panel which i am adding to dialog from some othere frame.
But  my problem is, i want to close the jdialog when user presses ""Enter"", </p>

<p>For Example,</p>

<p>from frame-1 i am  calling and adding the panel which contains table to the dialog from this frame,</p>

<pre><code> /* Frame_1*/

JDialog jd = new JDialog();
jd.add(panel1);  // This panel comes from another java file Frame_2 which contains     JTable and retruns Panel
</code></pre>

<p>So i want is that when user press ""Enter"" i want this dialog to be disposed, but the focus goes to table, and the code for listeners is in Frame_2 for JTable. and i dont know how to do dispose in Frame_2 for JDialog ??</p>
",,Aamir,20654,Oscar Reyes,2009-02-14 4:06,2009-02-14 4:11,JTable problem,<java>,1,0,,,
561215,1,,,,2009-02-18 14:18,,-1,906,"<p>I am having the following requirement.
When the user cliock the buton the image should be displayed.The following code that i have tried gives me error</p>

<pre><code>    Toolkit tk = Toolkit.getDefaultToolkit();
    Image ima = Toolkit.getImage(""C:\\DB.jpg"");
    MediaTracker mt = new MediaTracker(new Canvas());
    mt.addImage(ima, 0);
    try 
    {
        mt.waitForAll();
    }
    catch(Exception x)  {}
    OutputStream os = res.getOutputStream();
    // Now create a writable image,
    BufferedImage bi = new BufferedImage(ima.getWidth(null), ima.getHeight(null), BufferedImage.TYPE_INT_RGB);
    bi.drawImage(ima, 0, 0, null); // Draw the loaded image onto a writable thing
    JPEGImageEncoder je = JPEGCodec.createJPEGEncoder(os);
    je.encode(ima);
    os.close();
}
</code></pre>
",48094,,3295,toolkit,2009-02-18 14:30,2009-02-18 15:06,display image in servlet,<java>,1,3,,,
571874,1,,,,2009-02-21 1:25,,2,4476,"<pre><code>    public void exportUrlsToFile(String file, String urls) throws IOException {
    String[] urlsArray = urls.split(""\\s+"");// split on one or more white space characters.

    // create a fresh file
    RandomAccessFile raf = new RandomAccessFile(file, ""rw"");

    for (String line : urlsArray) {
        line = line.trim();
        if (line.isEmpty()) {// this won't happen!
            continue;
        }
        raf.writeBytes(line);
        raf.writeBytes(newline);
    }
    // close the file handler
    raf.close();
}
</code></pre>

<p>Basically I use this class to do something. This is part of application that is running inside tomcat JVM. I have noticed that anytime this method is called, it creates a file with the same name as the argument and after raf.close(), it is still there.
How can I make sure that the temp file is removed.</p>

<p>Thanks in advance.</p>
",69181,samsina,,,,2013-10-07 6:35,Java RandomAccessFile,<java>,4,1,,,
592262,1,592290,2009-02-26 20:27,,2009-02-26 20:20,,1,8671,"<p>I am looking to open up a command prompt and pass in a copy command, some switches, and the source file plus destination. I've tried the code below but nothing appears to be happening. What am I not seeing? What could I be doing wrong?</p>

<pre><code>String line;

line = ""cmd COPY /Y C:\srcfolder\112.bin C:\destfolder"";

Process p = Runtime.getRuntime().exec(line);

p.waitFor();
</code></pre>
",71543,,13531,mmyers,2009-02-26 21:10,2016-01-17 11:48,CMD file copy from Java,<java>,7,1,4,,
601380,1,,,,2009-03-02 5:44,,0,2775,"<p><strong>Exact duplicate:</strong> <a href=""https://stackoverflow.com/questions/590385/how-to-get-all-dates-of-sundays-in-a-particular-year-in-java"">How to get all dates of sundays in a particular year in Java</a></p>

<hr>

<pre><code>int year = 2009;
Calendar cal = new GregorianCalendar(year, Calendar.JANUARY, 1);
for (int i = 0, inc = 1; i &lt; 366 &amp;&amp; cal.get(Calendar.YEAR) == year; i+=inc) {
    if (cal.get(Calendar.DAY_OF_WEEK) == Calendar.SUNDAY) {
        // this is a sunday
        cal.add(Calendar.DAY_OF_MONTH, 7); 
        inc = 7;
    } else {
        cal.add(Calendar.DAY_OF_MONTH, 1);
    }
}
</code></pre>

<p>In <a href=""https://stackoverflow.com/questions/590385/how-to-get-all-dates-of-sundays-in-a-particular-year-in-java/590447#590447"">Miles D given code</a>, I am getting dates of all sundays from second sunday of frst month to frst sunday of next year. Actually I am looking for a particular year only, and its all sunday dates, plz miles can u see it once again.....</p>

<p>For instance, I need all sunday dates in 2009 from January 2009 to December 2009 only</p>
",,subhash,-1,,2017-05-23 10:32,2009-03-02 7:08,How do i get all Sunday dates in a particular year?,<java>,2,7,,2009-03-02 6:35,
